date,^GSPC
2013-02-01,1513.1700439453125
2013-03-01,1518.199951171875
2013-04-01,1562.1700439453125
2013-05-01,1582.699951171875
2013-06-01,1640.4200439453125
2013-07-01,1614.9599609375
2013-08-01,1706.8699951171875
2013-09-01,1639.77001953125
2013-10-01,1695.0
2013-11-01,1761.6400146484375
2013-12-01,1800.9000244140625
2014-01-01,1831.97998046875
2014-02-01,1741.8900146484375
2014-03-01,1845.72998046875
2014-04-01,1885.52001953125
2014-05-01,1883.6800537109375
2014-06-01,1924.969970703125
2014-07-01,1973.3199462890625
2014-08-01,1925.1500244140625
2014-09-01,2002.280029296875
2014-10-01,1946.1600341796875
2014-11-01,2017.81005859375
2014-12-01,2053.43994140625
2015-01-01,2058.199951171875
2015-02-01,2020.8499755859375
2015-03-01,2117.389892578125
2015-04-01,2059.68994140625
2015-05-01,2108.2900390625
2015-06-01,2111.72998046875
2015-07-01,2077.419921875
2015-08-01,2098.0400390625
2015-09-01,1913.8499755859375
2015-10-01,1923.8199462890625
2015-11-01,2104.050048828125
2015-12-01,2102.6298828125
2016-01-01,2012.6600341796875
2016-02-01,1939.3800048828125
2016-03-01,1978.3499755859375
2016-04-01,2072.780029296875
2016-05-01,2081.429931640625
2016-06-01,2099.330078125
2016-07-01,2102.949951171875
2016-08-01,2170.840087890625
2016-09-01,2170.860107421875
2016-10-01,2161.199951171875
2016-11-01,2111.719970703125
2016-12-01,2191.080078125
2017-01-01,2257.830078125
2017-02-01,2279.550048828125
2017-03-01,2395.9599609375
2017-04-01,2358.840087890625
2017-05-01,2388.330078125
2017-06-01,2430.06005859375
2017-07-01,2429.010009765625
2017-08-01,2476.35009765625
2017-09-01,2476.550048828125
2017-10-01,2529.1201171875
2017-11-01,2579.360107421875
2017-12-01,2642.219970703125
2018-01-01,2695.81005859375
2018-02-01,2821.97998046875
2018-03-01,2677.669921875
2018-04-01,2581.8798828125
2018-05-01,2654.800048828125
2018-06-01,2734.6201171875
2018-07-01,2726.7099609375
2018-08-01,2813.360107421875
2018-09-01,2896.719970703125
2018-10-01,2924.590087890625
2018-11-01,2740.3701171875
2018-12-01,2790.3701171875
2019-01-01,2510.030029296875
2019-02-01,2706.530029296875
2019-03-01,2803.68994140625
2019-04-01,2867.18994140625
2019-05-01,2923.72998046875
2019-06-01,2744.449951171875
2019-07-01,2964.330078125
2019-08-01,2953.56005859375
2019-09-01,2906.27001953125
2019-10-01,2940.25
2019-11-01,3066.909912109375
2019-12-01,3113.8701171875
2020-01-01,3257.85009765625
2020-02-01,3248.919921875
2020-03-01,3090.22998046875
2020-04-01,2470.5
2020-05-01,2830.7099609375
2020-06-01,3055.72998046875
2020-07-01,3115.860107421875
2020-08-01,3294.610107421875
2020-09-01,3526.64990234375
2020-10-01,3380.800048828125
2020-11-01,3310.239990234375
2020-12-01,3662.449951171875
2021-01-01,3700.64990234375
2021-02-01,3773.860107421875
2021-03-01,3901.820068359375
2021-04-01,4019.8701171875
2021-05-01,4192.66015625
2021-06-01,4202.0400390625
2021-07-01,4319.93994140625
2021-08-01,4387.16015625
2021-09-01,4524.08984375
2021-10-01,4357.0400390625
2021-11-01,4613.669921875
2021-12-01,4513.0400390625
2022-01-01,4796.56005859375
2022-02-01,4546.5400390625
2022-03-01,4306.259765625
2022-04-01,4545.85986328125
2022-05-01,4155.3798828125
2022-06-01,4101.22998046875
2022-07-01,3825.330078125
2022-08-01,4118.6298828125
2022-09-01,3966.85009765625
2022-10-01,3678.429931640625
2022-11-01,3856.10009765625
2022-12-01,4076.570068359375
2023-01-01,3824.139892578125
2023-02-01,4119.2099609375
2023-03-01,3951.389892578125
2023-04-01,4124.509765625
2023-05-01,4167.8701171875
2023-06-01,4221.02001953125
2023-07-01,4455.58984375
2023-08-01,4576.72998046875
2023-09-01,4515.77001953125
2023-10-01,4288.39013671875
2023-11-01,4237.85986328125
2023-12-01,4594.6298828125
2024-01-01,4742.830078125
2024-02-01,4906.18994140625
2024-03-01,5137.080078125
2024-04-01,5243.77001953125
2024-05-01,5018.39013671875
2024-06-01,5283.39990234375
2024-07-01,5475.08984375
2024-08-01,5446.68017578125
2024-09-01,5528.93017578125
2024-10-01,5708.75
2024-11-01,5728.7998046875
2024-12-01,6047.14990234375
2025-01-01,5868.5498046875
2025-02-01,5994.56982421875
2025-03-01,5849.72021484375
